lat,long
9.8759346008,-83.6639480591
9.874835968,-83.6642379761
9.8738136292,-83.6647644043
9.8760662079,-83.6637191772
9.8754034042,-83.6640167236
9.8738069534,-83.6647644043
9.8748455048,-83.6642608643
9.8764104843,-83.6635894775
9.8738050461,-83.6647644043
9.8765888214,-83.6635284424
9.8754873276,-83.6639785767
9.8737602234,-83.6648254395
9.8759155273,-83.6638031006
9.8746738434,-83.6642913818
9.8763084412,-83.6636428833
9.8756694794,-83.6639022827
9.874247551,-83.6644821167
9.8737955093,-83.6647491455
9.8757953644,-83.6638336182
9.8741102219,-83.664680481
9.874297142,-83.6645965576
9.8738107681,-83.6647644043
9.8752880096,-83.6640625
9.8738155365,-83.6647644043
9.8738031387,-83.6647644043
9.8763494492,-83.6636047363
9.8737611771,-83.6648101807
9.874247551,-83.6644668579
9.8738527298,-83.6647644043
9.8745670319,-83.6645355225
9.8765153885,-83.6635437012
9.873752594,-83.6648101807
9.8738193512,-83.6647644043
9.8737764359,-83.6647796631
9.8737602234,-83.6647796631
9.874247551,-83.6644668579
9.8752222061,-83.6640777588
9.8747081757,-83.6643066406
9.8765821457,-83.6635284424
9.8738193512,-83.6647644043
9.8765821457,-83.6635284424
9.8746147156,-83.6645050049
9.8737773895,-83.6647796631
9.876534462,-83.6635437012
9.8749113083,-83.6644668579
9.8738079071,-83.6647644043
9.8756809235,-83.6639022827
9.875825882,-83.6638336182
9.8749351501,-83.6641921997
9.8738107681,-83.6647644043
9.8737792969,-83.6648254395
9.8737630844,-83.6647796631
9.8761024475,-83.6637191772
9.8738107681,-83.6647644043
9.8738155365,-83.6647644043
9.875702858,-83.6638870239
